Column1,Column2,Column3
886,171,861
819,159,262
459,944,785
972,313,909
957,600,155
268,129,808
314,702,268
978,774,378
477,59,137
999,816,839
644,222,106
726,332,1
23,558,841
363,1000,382
734,245,608
275,779,455
42,249,353
467,271,578
964,712,312
678,967,242
233,40,843
833,414,873
652,979,923
960,393,634
168,895,319
449,595,788
732,956,713
797,573,416
914,378,621
292,483,368
259,821,768
702,84,250
219,712,893
380,331,558
988,371,279
522,916,730
519,732,16
754,98,392
350,691,241
239,885,478
742,584,620
687,668,912
785,305,170
846,373,312
112,552,513
829,749,724
539,863,984
815,348,277
2,993,733
937,788,431
146,48,793
304,380,837
482,951,547
832,126,397
184,57,992
518,354,377
241,123,914
106,385,154
930,206,394
754,571,382
564,437,290
599,366,961
464,757,235
646,560,744
462,720,59
691,754,497
35,567,782
462,95,395
995,271,530
356,713,429
385,580,572
500,259,108
691,340,613
377,854,707
404,333,750
8,58,85
346,497,293
189,313,495
298,575,383
934,993,656
555,32,623
381,290,794
43,261,775
925,515,530
968,93,481
242,477,907
597,992,506
864,170,321
274,769,514
223,173,385
154,698,849
969,236,440
504,496,454
221,112,404
93,64,525
859,541,24
841,684,304
274,900,477
142,282,265
401,346,547
324,641,493
941,829,333
43,585,339
902,406,291
340,866,113
958,234,848
545,570,205
723,649,482
458,598,472
975,42,252
851,793,348
507,28,177
945,644,39
793,404,569
857,838,137
366,273,914
781,649,59
804,561,273
443,447,297
910,918,51
936,404,800
781,599,744
682,852,424
740,980,948
148,499,511
625,648,848
533,702,900
103,643,367
906,553,603
755,243,544
773,778,228
838,163,266
857,617,543
558,970,228
300,490,846
549,726,818
893,461,458
81,81,488
750,838,409
572,813,319
159,921,547
156,252,327
202,438,813
738,918,836
312,59,152
793,341,721
458,895,509
901,251,778
524,191,234
314,155,937
213,599,571
539,628,916
968,875,460
728,186,883
196,114,829
758,139,966
112,49,956
224,235,794
608,521,989
87,926,268
623,325,294
322,560,878
113,663,861
735,981,14
363,428,536
318,254,852
233,954,38
424,610,974
765,15,749
326,860,775
192,361,822
921,604,219
390,796,599
202,286,198
470,446,542
945,652,586
367,636,956
10,350,57
204,67,593
820,941,237
700,329,316
610,680,584
100,411,286
5,41,450
101,739,57
236,986,709
558,16,44
909,800,951
809,3,806
458,693,414
722,842,975
541,280,612
500,203,725
78,404,693
922,621,980
833,237,845
337,632,201
539,680,915
944,802,559
883,107,996
204,404,908
717,850,689
602,175,997
637,669,429
953,451,191
181,699,745
206,698,998
533,971,157
403,557,359
101,459,340
204,373,419
884,492,416
390,599,276
875,419,426
64,884,472
137,172,365
781,95,121
561,500,958
753,657,336
627,585,279
371,932,539
472,797,268
220,988,804
424,947,372
676,35,698
179,242,810
206,483,921
955,444,84
287,616,337
720,993,622
625,530,187
579,932,690
753,864,388
337,970,460
734,636,124
315,327,179
780,967,967
195,450,233
63,619,860
78,642,35
844,65,436
124,413,430
540,830,997
342,924,428
119,601,723
303,590,433
146,387,428
342,916,389
627,12,314
887,893,978
57,863,268
6,93,751
592,574,882
95,83,933
607,777,525
146,523,965
118,127,347
455,629,159
934,151,201
968,377,573
435,260,507
777,12,876
185,918,963
933,651,906
860,639,892
343,835,926
636,123,215
169,534,434
828,284,166
616,139,906
82,492,949
554,809,424
755,708,514
101,971,49
357,642,770
535,402,408
976,334,855
52,660,681
676,422,691
446,594,894
673,738,969
220,588,658
696,133,761
195,410,715
264,126,676
281,827,899
350,739,225
930,246,882
787,313,825
633,670,379
235,698,53
349,142,2
8,94,940
772,990,85
998,600,795
858,263,742
648,414,492
209,186,923
732,567,695
406,250,943
990,216,802
443,708,109
480,125,815
399,264,700
955,339,718
690,490,806
128,878,405
45,990,774
817,148,751
699,903,372
928,708,254
214,904,645
119,126,828
170,219,615
864,337,666
704,601,686
228,622,4
731,793,794
30,912,435
81,535,572
403,749,544
217,621,264
119,267,906
573,318,367
860,667,774
611,993,658
401,253,47
768,933,665
488,131,644
201,623,301
866,937,235
327,923,20
517,142,433
33,141,403
61,798,579
451,473,839
846,48,686
470,783,788
709,675,212
853,701,274
233,501,343
677,407,169
396,816,831
312,796,94
985,766,41
706,495,884
240,893,871
279,433,642
241,1000,191
244,501,473
51,911,241
104,520,929
3,489,911
894,171,622
836,672,658
773,454,68
640,628,852
924,338,957
10,969,138
646,684,634
991,553,132
608,291,613
381,43,638
89,328,620
882,315,299
302,576,194
528,802,81
965,532,628
618,946,665
884,286,218
644,154,112
212,271,97
729,583,201
283,930,913
124,614,324
360,600,985
583,954,821
779,791,792
256,978,919
601,712,881
153,65,996
555,723,503
518,38,290
87,433,22
803,295,742
54,34,424
789,813,545
614,689,674
742,32,429
840,440,147
666,303,512
517,697,930
694,999,19
783,418,730
86,528,30
666,217,145
80,270,960
985,81,980
588,323,943
242,182,230
146,485,141
224,372,649
859,75,631
104,991,277
857,778,325
324,318,471
443,657,465
789,467,308
327,731,141
287,312,645
130,451,675
927,438,983
608,775,243
916,260,137
80,655,629
199,879,277
610,523,593
742,928,722
908,870,359
560,199,927
968,888,743
850,795,230
264,532,421
737,737,977
789,12,341
328,634,343
979,289,438
818,368,46
333,360,613
712,549,407
503,145,182
611,866,523
61,982,325
749,898,987
117,187,646
762,835,552
159,713,669
468,638,213
811,46,839
839,688,815
913,163,545
646,943,738
595,558,144
318,434,881
862,643,106
721,459,653
434,722,218
146,220,923
76,286,343
837,360,894
989,652,344
599,670,110
834,437,846
612,861,82
43,112,875
994,999,333
265,350,818
252,548,647
362,474,666
791,190,513
155,16,646
483,260,56
946,827,936
114,15,217
101,460,646
196,397,540
318,461,591
953,311,89
869,577,473
721,982,128
861,637,586
865,305,788
571,936,468
721,498,394
376,921,838
226,866,584
105,766,163
873,455,917
484,85,767
727,303,205
864,780,298
701,241,182
664,833,919
462,144,544
681,972,113
657,513,589
93,17,607
200,614,27
802,334,452
345,419,531
646,690,991
180,872,602
310,917,707
186,175,660
730,46,629
532,970,742
910,35,765
334,554,878
870,226,241
723,879,613
55,164,750
742,897,533
428,113,782
950,46,492
356,746,764
218,953,138
782,742,163
674,271,275
87,747,808
505,776,349
566,787,431
617,146,508
851,774,301
545,620,939
829,819,753
359,378,465
427,958,876
896,608,192
144,275,652
365,656,880
335,928,512
803,60,276
931,888,571
33,60,423
899,378,885
536,135,561
365,226,676
205,906,804
783,77,961
494,733,192
769,320,708
278,933,709
453,457,1
300,790,832
1000,86,251
767,362,249
282,919,858
6,841,557
845,623,689
578,735,816
509,113,94
416,474,864
34,889,56
499,423,558
43,764,135
780,567,889
979,844,453
415,663,650
791,484,463
118,169,822
990,602,345
59,44,677
642,284,189
70,683,607
334,733,846
518,263,6
796,577,348
7,815,927
482,268,620
872,588,13
196,98,412
452,536,759
113,943,264
522,211,356
833,45,484
584,570,381
378,910,241
481,365,766
806,849,85
99,376,441
64,894,897
425,770,566
658,874,93
233,429,895
592,398,29
594,270,329
996,528,139
50,389,66
429,415,880
335,277,616
640,38,84
168,777,210
993,441,934
247,424,138
847,598,76
744,888,686
809,277,433
855,609,612
768,615,127
213,779,243
666,475,621
238,311,689
172,309,999
152,578,152
708,128,574
440,692,4
517,543,241
299,707,553
579,936,406
870,975,577
212,419,47
699,274,924
654,490,187
100,673,767
267,11,320
765,581,85
115,107,759
782,408,690
21,562,273
821,489,852
563,458,947
997,456,358
647,172,387
846,897,416
391,875,203
62,73,112
880,41,333
603,610,832
981,403,234
91,892,374
899,349,757
644,714,653
307,104,11
421,892,643
675,259,487
408,137,614
364,403,597
31,937,223
680,777,154
249,413,818
636,467,850
473,886,771
173,384,26
239,23,106
5,672,410
470,765,810
533,458,650
415,443,299
190,200,656
831,424,96
611,903,528
27,82,523
862,59,754
780,52,212
4,566,175
917,92,650
787,179,253
797,93,442
251,14,452
487,348,813
97,430,181
759,557,706
108,457,51
324,946,727
79,369,871
171,758,321
478,877,673
284,9,235
418,134,883
56,541,977
335,537,74
730,978,773
150,353,724
799,404,962
204,742,497
712,597,433
816,842,818
89,424,750
867,362,741
566,221,893
445,606,289
26,453,723
328,930,751
643,807,862
722,826,714
862,104,345
888,475,15
849,656,911
17,147,511
182,521,347
211,771,39
875,154,581
992,114,927
304,742,858
